"","positive","probable_cases","negative","total_test_results","hospitalized_currently","hospitalized_cumulative","in_icu_currently","in_icu_cumulative","on_ventilator_currently","on_ventilator_cumulative","recovered","death","hospitalized","total_tests_viral","positive_tests_viral","negative_tests_viral","positive_cases_viral","death_confirmed","death_probable","total_test_encounters_viral","total_tests_people_viral","total_tests_antibody","positive_tests_antibody","negative_tests_antibody","total_tests_people_antibody","positive_tests_people_antibody","negative_tests_people_antibody","total_tests_people_antigen","positive_tests_people_antigen","total_tests_antigen","positive_tests_antigen","positive_increase","negative_increase","total","total_test_results_increase","death_increase","hospitalized_increase","commercial_score","negative_regular_score","negative_score","positive_score","score"
"1",0.00217403081717754,0,0,0.00495398241940261,0.00060866148405538,0.00150636726707591,0,0,0.0011559208836373,0,0,0.000609714604570138,0.00150636726707591,0.00668701502957983,0.00525028707943918,0.025449500619796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000886020844536632,0,0.000382873615998422,0.00280010026372788,0,0.000985221674876847,0,0,0,0,0
"2",0.0179992304883441,0.0484165564228864,0.0157136113287025,0.00719854977498099,0.0237917299083926,0.0512860746988971,0,0.0633387424980038,0,0.372647760402862,0.0238340314443839,0.0145542142439131,0.0512860746988971,0,0,0,0.0190744410107361,0.0260144090260314,0.0418656302054414,0,0.0405398366075652,0,0,0,0.0731204507769464,0,0,0,0,0,0,0.0107551663209649,0.00701667466107899,0.0161147759957097,0.00332444956713064,0.00750144258511252,0.273563218390805,0,0,0,0,0
"3",0.0114207790601586,0.0284476798568466,0.018989022536414,0.00803641261073255,0.0105629733498725,0.0165304705078122,0.0195736351644611,0,0.034420755201644,0.341902994964219,0.025524720472222,0.0111082379520122,0.0165304705078122,0.0108477599156183,0,0.0390956206719242,0.0123274579248695,0.0192120347085344,0.0382565241532482,0,0,0,0,0,0,0,0,0.222999165997405,0.401940693880174,0,0,0.00649407185475404,0.0139907475196284,0.0176545168717864,0.00530026629874735,0.0219272937103289,0,0,0,0,0,0
"4",0,0,2.03823259556044e-05,7.80839648696301e-06,0,0,0,0,0,0,0,0,0,1.05399777885236e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67909817865161e-05,0,0,0,0,0,0,0,0
"5",0.0279585522274404,0.0202433895596548,0.0238465213141411,0.0207859988824798,0.0384997650104397,0.0595397120164172,0.0492744989574912,0,0.100565116876445,0,0.00967304713369887,0.0276195271989874,0.0595397120164172,0.0280574849009524,0,0,0.0350550607716786,0.0516719907564739,0.0568573014991671,0,0.0636478330055365,0.103382624548817,0,0,0,0,0,0,0,0,0,0.046067962408133,0.0213719042690162,0.0245686351663088,0.0329788396401646,0.00346220427005193,0.0177339901477833,0,0,0,0,0
"6",0.120773099027311,0,0,0.131978422320933,0.174377662893993,0,0.211522913918557,0,0,0,0,0.0815629380622508,0,0.178147926036996,0,0,0.16006133438482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204035748124248,0,0.0212696309429297,0.18408677525714,0.152336987882285,0,0,0,0,0,0
"7",0.0161647792127065,0.00961154318167138,0.0181031342645529,0.0175074575294747,0.00704198223324833,0.0273097290312721,0,0,0,0,0.00216425309623754,0.0141894742572506,0.0273097290312721,0,0,0,0.0204743571893599,0.0257085570583837,0.037423653525819,0.055833887376821,0.0461823545187149,0.0782779158820097,0.0912315594148222,0.249773645501234,0,0,0,0,0,0,0,0.00858876853345625,0.00927772588422408,0.0177601980557502,0.0146817804952771,0.00288517022504328,0.00985221674876847,0,0,0,0,0
"8",0.0095056431151785,0.00731675809125553,0.043079922224092,0.0172822619152774,0.00879862550368664,0.0167242242686137,0,0,0,0,0.00110340653122089,0.0174639683166161,0.0167242242686137,0.0232677939291117,0,0,0.0118755215955773,0.0295090509526722,0.0669627984453082,0,0,0,0,0,0,0,0,0,0,0.0204128892416103,0.0184499600383227,0.0377147832321836,0.172160195400268,0.0371633466017921,0.0623836415871662,0.0530871321407963,0,0,0,0,0,0
"9",0.00142536975498414,0,0,0.00350617435451708,0.00229596357276587,0,0.00302114803625378,0,0.00526586180323658,0,0.00249426172307514,0.00223471290335751,0,0,0,0,0,0,0,0.0111817117764831,0.00762551182015567,0,0,0,0,0,0,0,0,0,0,0.00103454456992138,0,0.000251025177708415,0.00190993832066825,0.00230813618003462,0,0,0,0,0,0
"10",0.00293276075583224,0.00171465959192657,0.00449700781740301,0.00388157578636974,0.00362885517708967,0,0.00246798008595379,0,0,0,0,0.00268383303618819,0,0,0.00605567319117487,0,0.00371752172618657,0.00498991821291828,0.00583009439200444,0.0123789228068038,0.0110548283575568,0,0,0,0,0,0,0,0,0,0,0.00283731530562598,0.00294899144177123,0.00422113512733257,0.00585139544399907,0.00807847663012118,0,0,0,0,0,0
"11",0.065133957936333,0.138864102312608,0.0740135878109272,0.0617188465559309,0.0589400044686539,0.0910615386504641,0,0,0,0,0,0.063758727220763,0.0910615386504641,0.0746090797347891,0.170848168092583,0.258446585439346,0.0726127174906681,0,0,0.196830586156191,0.189723602885938,0.168375782046496,0.184152117527654,0.541296704634298,0.494104857021341,0.622050622050622,0.705426658802491,0,0,0,0,0.0580676551176666,0.0422467875085204,0.0724884023943407,0.0519239709577971,0.0940565493364108,0.0673234811165846,0,0,0,0,0
"12",0.0340603804680905,0.072836849571664,0,0.0208274746034458,0.0467205473330611,0.0610488082097016,0,0.199469386703758,0,0,0,0.0312342637832247,0.0610488082097016,0.0281134699138132,0.0546310959559768,0,0.0379494254078911,0.0583327669408007,0.0652970571904497,0,0,0.10758055020657,0.127848743631014,0,0,0,0,0,0,0,0,0.0381757189316535,0,0.00599845270318212,0.0191582988587503,0.00980957876514714,0.0351395730706076,0,0,0,0,0
"13",0.000330713583947965,0.000113034762076778,0.000873744596350131,0.000361813362451987,6.93411817278282e-05,0,0.000170205523169227,0,0.00051374261494991,0,0.000806612692823106,0.000337520584672755,0,0.000487454271826155,0,0,0.00042713710557868,0,0,0,0,8.56930861989602e-05,4.86964723250259e-05,0,0,0,0,0,0,0.000781692550489083,0.000427497013434896,5.63365854907685e-05,0.000994042059024008,0.000778034464463052,0.000343317572503744,0,0,0,0,0,0,0
"14",0.00107099876660719,0.000314583517737487,0,0.00319275845515064,0.000970776544189594,0.00258565758252614,0.00106378451980767,0,0.00269714872848703,0,0,0.000841079521482913,0.00258565758252614,0,0.00208383097064573,0,0.00138834320755758,0,0,0.0101821818334362,0,0,0,0,0,0,0,0,0,0,0,0.000880899336764744,0,0.00018861607998414,0.00291793156786333,0,0.0101806239737274,0,0,0,0,0
"15",0.0111928927632579,0,0.00903422786853712,0.00437766072934685,0.00427603953988274,0,0.00408493255606144,0,0.00462368353454919,0,0.0288406822835471,0.0112661104835527,0,0.0113875397594189,0.0244437650515629,0.0397753039102386,0.0148340099388203,0,0,0,0.0247003588774712,0,0,0,0.0702490505032783,0.0903224653224653,0.100033074813215,0.15098767529499,0.328918338057735,0.112807827233539,0.082809381954219,0.00243783769941871,0.00156522178182828,0.00941361285850874,0.000786256156685641,0.000577034045008655,0,0,0,0,0,0
"16",0.00666804660767077,0.0159026154688969,0.0041873107562944,0.00205322515381373,0.00288921590532617,0.00823726376026929,0.00323390494021531,0.0276640136001855,0,0,0.00743245632030135,0.00417545626522585,0.00823726376026929,0.00441028624801668,0,0,0.00726717632614144,0.00767461881782551,0.00993892282065519,0,0.0115630807393245,0,0,0,0,0,0,0,0,0.00942194838061269,0,0.00221249135745563,0.00168356012218828,0.00462383622509479,0.000754120346466882,0.00346220427005193,0.00722495894909688,0,0,0,0,0
"17",0.0460462195289512,0,0.125117574590074,0.0517032097676239,0.0272741981462791,0,0.0322964980213608,0,0.0515026971487285,0,0,0.0527049280727302,0,0.0697903447213508,0,0,0,0.0998380117356533,0.0963908939478068,0,0,0,0,0,0,0,0,0,0,0,0,0.0244603211185373,0.097701711645755,0.11118129758934,0.0357227022360097,0.0403923831506059,0,0,0,0,0,0
"18",0.0252763550168222,0,0.0209084090276408,0.0224067556319848,0.0195465086715,0.0508781002307307,0.0241691842900302,0.167684104783247,0.0367325969689186,0,0.0414040915665288,0.024541012833948,0.0508781002307307,0.0302452247485515,0.0579095260767344,0,0,0.0489533065996058,0.0207107162687396,0,0.0567673771754405,0,0,0,0,0,0,0,0,0,0,0.0188727561394074,0.0100414026406806,0.0216758471621126,0.0169950232341908,0.0178880553952683,0.0535303776683087,0,0,0,0,0
"19",0.0110268454067479,0,0.00780065902345952,0.00389148588209806,0.00454569969104651,0.0100301682792346,0.00663801540359985,0.0510264533910311,0.00616491137939892,0.109461966604824,0.000551252895597701,0.00885991534765981,0.0100301682792346,0,0,0,0,0,0,0,0.0219155533756545,0,0,0,0,0,0,0,0,0,0,0.0265294102583801,0.0159819873267527,0.00836815454720932,0.0081994519773164,0.0617426428159261,0.0308702791461412,0,0,0,0,0
