"","positive","probable_cases","negative","total_test_results","hospitalized_currently","hospitalized_cumulative","in_icu_currently","in_icu_cumulative","on_ventilator_currently","on_ventilator_cumulative","recovered","death","hospitalized","total_tests_viral","positive_tests_viral","negative_tests_viral","positive_cases_viral","death_confirmed","death_probable","total_test_encounters_viral","total_tests_people_viral","total_tests_antibody","positive_tests_antibody","negative_tests_antibody","total_tests_people_antibody","positive_tests_people_antibody","negative_tests_people_antibody","total_tests_people_antigen","positive_tests_people_antigen","total_tests_antigen","positive_tests_antigen","positive_increase","negative_increase","total","total_test_results_increase","death_increase","hospitalized_increase","commercial_score","negative_regular_score","negative_score","positive_score","score"
"1",0.00209380190897318,0,0,0.00487653801735767,0.000486198350772925,0.00152132249290731,0,0,0.00104536922037609,0,0,0.000613585090323401,0.00152132249290731,0.00657962605928344,0.00510128846610786,0.0253700764897769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00115000437491996,0,0.000377163066528578,0.00352647233984608,0.00104770122261899,0.00116877254456903,0,0,0,0,0
"2",0.0177249973639964,0.0466757773306577,0.0154836099687813,0.00702561539201824,0.0211752304783074,0.0518681395737989,0,0.0618267481560461,0,0.365400641459196,0.0236412936387823,0.0158734610992318,0.0518681395737989,0,0,0,0.0187216843304273,0.0277607312507033,0.0531767067235317,0,0.0405966895544715,0,0,0,0.0756560448328567,0,0,0,0,0,0,0.0151902202985374,0.0108174128694096,0.015886117352413,0.00427905612008966,0.0197723964244897,0.0692814239247127,0,0,0,0,0
"3",0.0114010892812325,0.0283885207180583,0.0188465428116724,0.00789099601713277,0.00990915827761063,0.0168661454894906,0.0170741589488742,0,0.0271941265245224,0.351779319355342,0.0259631358367296,0.0111738730537765,0.0168661454894906,0.0106468551774262,0,0.038787048036375,0.0122122401601641,0.0193965494541298,0.0387795796859345,0,0,0,0,0,0,0,0,0.223262880717306,0.408210165058743,0,0,0.0102956895051703,0.0167275734784443,0.0175038188067026,0.00572966205512186,0.0136661526838606,0.0192828806747814,0,0,0,0,0
"4",0,0,1.93807692626006e-05,7.33048460654973e-06,0,0,0,0,0,0,0,0,0,9.89059798290118e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58881015720181e-05,0,0,0,0,0,0,0,0
"5",0.0285651259085572,0.0209002159748876,0.0236472082874224,0.0211135398090468,0.038470485331716,0.0628999567941222,0.0475307136630004,0,0.102197141900127,0,0.00976141228962492,0.029204353531923,0.0628999567941222,0.0284872436867285,0,0,0.0358329136617472,0.055269169708551,0.0589753501001646,0,0.0646150859749957,0.102124816486055,0,0,0,0,0,0,0,0,0,0.0395215611560381,0.0229589081133154,0.0245312447795947,0.0263137681468142,0.0336372295546388,0.126030218050681,0,0,0,0,0
"6",0.124318391952753,0,0,0.134255756452123,0.169825877553473,0,0.210232597890696,0,0,0,0,0.087067825291048,0,0.181143116698583,0,0,0.16543342878455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15224848000551,0,0.0223943129474057,0.161436535319993,0.154920462432835,0,0,0,0,0,0
"7",0.0156451703489727,0.00940339934573263,0.0177159277051477,0.0174872597727336,0.00665498467561772,0.0272468941332312,0,0,0,0,0.00208907037039189,0.0136462617121788,0.0272468941332312,0,0,0,0.0198390490695489,0.0251195713189233,0.0340967377244585,0.0558970570650861,0.0458785502367641,0.0812568126403289,0.0945743682007014,0.258382725479518,0,0,0,0,0,0,0,0.00939273892653982,0.0108226138919758,0.0173414502803167,0.0183700283878177,0.0053136745009269,0.01845531162722,0,0,0,0,0
"8",0.00960280602348424,0.00727989864211781,0.0460309802603344,0.0182077758058889,0.00907463893148066,0.015952963470641,0,0,0,0,0.00101488191103617,0.0169254629403742,0.015952963470641,0.0245025364418496,0,0,0.0120197852234309,0.0289881145948821,0.0618478242077461,0,0,0,0,0,0,0,0,0,0,0.0217907500248292,0.0195026167550929,0.0126217537280682,0.111239844164738,0.0394649204046419,0.0399207797573293,0.0133926826193463,0,0,0,0,0,0
"9",0.00141961256428846,0,0,0.00351372013437834,0.00220696412427122,0,0.00277934737549559,0,0.00383945389911457,0,0.002480543239747,0.00216851507358257,0,0,0,0,0,0,0,0.0112314035690762,0.00764153243622665,0,0,0,0,0,0,0,0,0,0,0.00125919842267118,0,0.000255722296687526,0.00317742682481776,0.00152116519818962,0,0,0,0,0,0
"10",0.00296666346485053,0.00172598228849685,0.00442932267105478,0.00391055950551435,0.00362601000362106,0,0.0024765188962705,0,0,0,0,0.00257728970698492,0,0,0.00621710237020249,0,0.00376789136351968,0.00487279615502609,0.00524751211946162,0.0124999021190911,0.0111052597737463,0,0,0,0,0,0,0,0,0,0,0.00368316004490531,0.0031875378264542,0.00416549319167733,0.00442565904332403,0.000890504550505646,0,0,0,0,0,0
"11",0.064856221475425,0.137934438474334,0.0734730195061803,0.0614428593662262,0.0592140471779039,0.0910410810936956,0,0,0,0,0,0.0629230126537981,0.0910410810936956,0.0742201440905001,0.171910448047754,0.25969535806522,0.0719264499826531,0,0,0.196398438299412,0.19172653828713,0.163131346634226,0.170990829977669,0.529543012992825,0.484319181314115,0.598462739367406,0.698329690653768,0,0,0,0,0.0633682793087019,0.0633544124897597,0.0719624391016133,0.0557028226655625,0.0616630529348945,0.0833859351946327,0,0,0,0,0
"12",0.0345077360606425,0.074268455665355,0,0.0206830367905258,0.0474828078283979,0.0616430128187813,0,0.199702893799309,0,0,0,0.0320611074632799,0.0616430128187813,0.0279063942426817,0.0554249786464055,0,0.0381778132485539,0.0605121172602914,0.0662519259117743,0,0,0.10751332927221,0.129994519748222,0,0,0,0,0,0,0,0,0.0427857996546789,0,0.00621618214092492,0.0212689467258288,0.0456917098020944,0.0621350869999416,0,0,0,0,0
"13",0.00030985975523249,0.000107473331733008,0.000856247741867939,0.00034960792988498,6.89545228421666e-05,0,0.000138711736829398,0,0.000418491883398517,0,0.000751927741351283,0.000321782853164419,0,0.000470746830121729,0,0,0.000401129739706219,0,0,0,0,8.45289523776147e-05,5.23555449403448e-05,0,0,0,0,0,0,0.000807349705114073,0.000388596708998701,5.65813550402907e-05,0.000641555312970321,0.000757751344719351,0.000219418296937393,0.000171991134076517,0,0,0,0,0,0
"14",0.00104099692152169,0.000316045656996543,0,0.0031610624196031,0.000758763283175137,0.00257807666514245,0.000879238328193967,0,0.00225385567413764,0,0,0.000822784682091195,0.00257807666514245,0,0.00203522751417503,0,0.00135232375318285,0,0,0.0101041403775213,0,0,0,0,0,0,0,0,0,0,0,0.000664631805110649,0,0.000187518664000726,0.00230055974055997,0.00071823592251775,0.00342905128163899,0,0,0,0,0
"15",0.010685630034858,0,0.00873392621074786,0.00419152557364623,0.00386304811251859,0,0.00377931373134685,0,0.00491278781767,0,0.0279575148160024,0.0110649124944179,0,0.0110639418837724,0.023516085724253,0.0391589163985289,0.0142194861367935,0,0,0,0.0242657806272245,0,0,0,0.0721109291899753,0.100178174644145,0.102379019247774,0.14144279009747,0.314617179190378,0.107349590073084,0.0761387688803288,0.00465128280806025,0.00291418307838268,0.0090847751477828,0.00131448712462797,0.0062055112964608,0,0,0,0,0,0
