"","positive","probable_cases","negative","total_test_results","hospitalized_currently","hospitalized_cumulative","in_icu_currently","in_icu_cumulative","on_ventilator_currently","on_ventilator_cumulative","recovered","death","hospitalized","total_tests_viral","positive_tests_viral","negative_tests_viral","positive_cases_viral","death_confirmed","death_probable","total_test_encounters_viral","total_tests_people_viral","total_tests_antibody","positive_tests_antibody","negative_tests_antibody","total_tests_people_antibody","positive_tests_people_antibody","negative_tests_people_antibody","total_tests_people_antigen","positive_tests_people_antigen","total_tests_antigen","positive_tests_antigen","positive_increase","negative_increase","total","total_test_results_increase","death_increase","hospitalized_increase","commercial_score","negative_regular_score","negative_score","positive_score","score"
"1",0.00215143142764344,0,0,0.00493646580895594,0.00059011325474475,0.00152052658553351,0,0,0.00118521811996596,0,0,0.000602531880854379,0.00152052658553351,0.0066627963170807,0.00521160727322366,0.0254164437221957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00104440975856266,0,0.000381513435044094,0.00378150566102376,0.000181717881734002,0.0016358699782639,0,0,0,0,0
"2",0.0179524646197807,0.0481562796840388,0.0156714642115755,0.00716347535131547,0.0226807684442083,0.0512239847175041,0,0.0628981077951591,0,0.370138863892736,0.0238536105326358,0.0152439203806662,0.0512239847175041,0,0,0,0.0189815221205277,0.0268986812103078,0.047459444588289,0,0.0405689687135979,0,0,0,0.073614233398067,0,0,0,0,0,0,0.0138223415965343,0.0121582755329131,0.0160746062422223,0.00452143619191686,0.0314492881778978,0.0758503204061491,0,0,0,0,0
"3",0.0114493005299296,0.0285568089502507,0.0189371323905831,0.00799750049521933,0.0103287532333229,0.0166962027466365,0.0184837737575103,0,0.0323293966806428,0.345440554152093,0.0256384835357096,0.0111104498046397,0.0166962027466365,0.0107943048940348,0,0.0389564950548097,0.01232186051526,0.019231088797552,0.0382093149880268,0,0,0,0,0,0,0,0,0.223032396092589,0.403879708870322,0,0,0.0117340000649262,0.0238180583025898,0.0176076498972297,0.00726432155909851,0.0131373148517794,0.0203060062612796,0,0,0,0,0
"4",0,0,2.01520512330745e-05,7.69713969389252e-06,0,0,0,0,0,0,0,0,0,1.03889126292735e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65768094699705e-05,0,0,0,0,0,0,0,0
"5",0.0280577777006899,0.0202099810417938,0.0237920203700838,0.0208545950687454,0.0384977121712854,0.0604418933936826,0.0486465152706006,0,0.101367259421971,0,0.00968743872316491,0.0283560821734574,0.0604418933936826,0.0281476233413562,0,0,0.0351993259526521,0.0532698694845506,0.0571992899394168,0,0.063835050573281,0.103186004220519,0,0,0,0,0,0,0,0,0,0.0384066824665387,0.0236889073267103,0.0245466805169825,0.0291732139745055,0.0480362318725998,0.131400373848748,0,0,0,0,0
"6",0.121548645810447,0,0,0.132395158445416,0.172744880160053,0,0.20728044965521,0,0,0,0,0.0829518032358371,0,0.178694862473187,0,0,0.16128775525814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179650056630364,0,0.0215566353428252,0.174259841293294,0.164587673976438,0,0,0,0,0,0
"7",0.0160301207287456,0.00957751348775445,0.0180096601623742,0.0174943954816797,0.00698602362575265,0.0274348465255709,0,0,0,0,0.00214677839834419,0.0140624378077736,0.0274348465255709,0,0,0,0.0203079991833876,0.0255688662126907,0.0365332351388082,0.055803932085886,0.046092386211215,0.0793112264699571,0.0919014174497732,0.25154630142154,0,0,0,0,0,0,0,0.00931336452003574,0.0115156499003771,0.0176570149575512,0.01672136400769,0.00712796092570373,0.0234430966752746,0,0,0,0,0
"8",0.00951473073543595,0.00733751614905186,0.0430974634222138,0.0172439004818831,0.00871098330416813,0.01651746729382,0,0,0,0,0.00108225795282397,0.0172931002649565,0.01651746729382,0.0232124286353996,0,0,0.0118878585515808,0.0293080668162175,0.065498103909125,0,0,0,0,0,0,0,0,0,0,0.0207009339507299,0.018740469722139,0.0117522592787026,0.0574928560786775,0.0371379730847867,0.019302715508653,0.0139972606389819,0,0,0,0,0,0
"9",0.00142430379719826,0,0,0.00350770732540129,0.00223472818103367,0,0.00289389252306339,0,0.00419411239815083,0,0.00250421649008066,0.00221559583123284,0,0,0,0,0,0,0,0.0111889424159892,0.00762377560270741,0,0,0,0,0,0,0,0,0,0,0.00133563303169746,0,0.000252583767507037,0.00347612791784805,0.00155035316122932,0,0,0,0,0,0
"10",0.00293745815090883,0.00171920214067633,0.00448238950085394,0.00388944202700695,0.00359615043895188,0,0.00238746213481655,0,0,0,0,0.0026458338903553,0,0,0.00609099183557116,0,0.00372499098816962,0.00494105787787387,0.00561810516946804,0.0124066365246382,0.0110655603858573,0,0,0,0,0,0,0,0,0,0,0.00314300329018827,0.00363371228063987,0.00420804629834028,0.00451052393422633,0.00248946063237151,0,0,0,0,0,0
