"","positive","probable_cases","negative","total_test_results","hospitalized_currently","hospitalized_cumulative","in_icu_currently","in_icu_cumulative","on_ventilator_currently","on_ventilator_cumulative","recovered","death","hospitalized","total_tests_viral","positive_tests_viral","negative_tests_viral","positive_cases_viral","death_confirmed","death_probable","total_test_encounters_viral","total_tests_people_viral","total_tests_antibody","positive_tests_antibody","negative_tests_antibody","total_tests_people_antibody","positive_tests_people_antibody","negative_tests_people_antibody","total_tests_people_antigen","positive_tests_people_antigen","total_tests_antigen","positive_tests_antigen","positive_increase","negative_increase","total","total_test_results_increase","death_increase","hospitalized_increase","commercial_score","negative_regular_score","negative_score","positive_score","score"
"1",0.00207387527086456,0,0,0.00485726095476775,0.000492918694821713,0.00151206330232582,0,0,0.000984528832630098,0,0,0.000634359248174074,0.00151206330232582,0.00655544765116709,0.00506357195710855,0.0253177177586575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00136067480436771,0,0.000375403830025377,0.00383866043146828,0.00139236981342244,0,0,0,0,0,0
"2",0.0177149945918799,0.0462209536000777,0.0154200676371768,0.00697937151479579,0.0198751859447755,0.0517396390459698,0,0.0614397963429858,0,0.363359553412839,0.0234690276280423,0.0163047471625282,0.0517396390459698,0,0,0,0.0187043877759038,0.0283754238916499,0.0563879567046368,0,0.0406467996244163,0,0,0,0.0765759627002429,0,0,0,0,0,0,0.0189421741437911,0.0175207049056901,0.0158342628248004,0.00616593722296592,0.0476190476190476,0,0,0,0,0,0
"3",0.0114082288323125,0.0283660406299498,0.0188165760102089,0.00785253840972465,0.00962951878812418,0.0169213165167374,0.0163457542595927,0,0.0258790436005626,0.352702359807156,0.0260122578625333,0.0111759893799934,0.0169213165167374,0.0105979285348465,0,0.0386517542170204,0.012194181402953,0.0193912578351795,0.03918324904287,0,0,0,0,0,0,0,0,0.222894737189271,0.409248956884562,0,0,0.009106923068237,0.0177818075816348,0.0174740576944278,0.00563555587166194,0.00389863547758285,0.0180396873120866,0,0,0,0,0
"4",0,0,1.90693428225948e-05,7.1859231526297e-06,0,0,0,0,0,0,0,0,0,9.69825247007466e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56159820440141e-05,0,0,0,0,0,0,0,0
"5",0.0288378111019508,0.0219049655737945,0.0236777613974499,0.0212369045574921,0.0390990150428223,0.0638067726132643,0.0484369949669853,0,0.10239099859353,0,0.00976776721352356,0.0298075368736621,0.0638067726132643,0.0286617123098604,0,0,0.0361186120581835,0.0564963829643593,0.0610199933828047,0,0.0651055585000292,0.101801977881758,0,0,0,0,0,0,0,0,0,0.0413057961359094,0.0250032637834493,0.0246099339303854,0.0281213882376251,0.0470620996936786,0.0542693926638605,0,0,0,0,0
"6",0.124365597543551,0,0,0.134215982960497,0.169819292485631,0,0.214295608810084,0,0,0,0,0.0890576703585232,0,0.181140329589219,0,0,0.165807372812748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129698844837905,0,0.0225121164696567,0.124101107755303,0.165135059871902,0,0,0,0,0,0
"7",0.015518932209615,0.00932558611000309,0.0176130955272224,0.0175321918024298,0.00630231759807762,0.0270983709561246,0,0,0,0,0.00205978301834292,0.0134268625424335,0.0270983709561246,0,0,0,0.019698842894526,0.024812916426483,0.0332750389941863,0.0560095344288342,0.0458214790076108,0.0823174509906669,0.0958212000715795,0.260773661503771,0,0,0,0,0,0,0,0.0110547770412945,0.0128441056070905,0.0172326229365268,0.0181655612821614,0.00556947925368978,0.0109741431148527,0,0,0,0,0
"8",0.00958691121665186,0.0072330673574658,0.0464775043106294,0.0183127341626661,0.00931264248431022,0.015653175588351,0,0,0,0,0.000986216219452833,0.0167015278505753,0.015653175588351,0.0246503610038525,0,0,0.0120125749690869,0.0287960698168373,0.0602164768161838,0,0,0,0,0,0,0,0,0,0,0.0220518925859008,0.0197034853744646,0,0,0.0397960459341047,0,0,0,0,0,0,0,0
"9",0.00141404068181779,0,0,0.00350267414560087,0.00225334260489926,0,0.00290899016484278,0,0.00436005625879044,0,0.00247278621881582,0.00213085925062334,0,0,0,0,0,0,0,0.0111898814684328,0.00765081418639969,0,0,0,0,0,0,0,0,0,0,0.000971104009756208,0,0.000255963458952282,0.00235318622532571,0.000835421888053467,0,0,0,0,0,0
"10",0.00297969658170772,0.0017366035068774,0.00440831522792797,0.00392202648808506,0.00352964993970548,0,0.0025395945883548,0,0,0,0,0.0025374369926963,0,0,0.00627527509451637,0,0.0037879909614924,0.00482444524072891,0.00505742780167321,0.0125295730328911,0.0111199999405499,0,0,0,0,0,0,0,0,0,0,0.00385054031775427,0.00400238211482437,0.00414936345316707,0.0055227736302927,0.0025062656641604,0,0,0,0,0,0
"11",0.0649011898912277,0.138242233691726,0.0732065476887596,0.0614350963475313,0.0590710243026521,0.0907199668980737,0,0,0,0,0,0.0626056244887162,0.0907199668980737,0.0742038312538513,0.172411187509276,0.259868476326475,0.0718315522126022,0,0,0.196264744465031,0.192143801443628,0.161517655826918,0.166982344506392,0.525636118144994,0.480284620778444,0.590190624788006,0.695796063624061,0,0,0,0,0.0683386217098206,0.0876196198988853,0.0717459657423883,0.0861564879000404,0.0434419381787803,0.0405892964521948,0,0,0,0,0
"12",0.0347557227287014,0.0747401793428611,0,0.0207333023029054,0.0472673819855821,0.0616446753405974,0,0.200303527280738,0,0,0,0.0324429444066169,0.0616446753405974,0.0279820415555616,0.0559065338685754,0,0.0383916753631551,0.0612688966093861,0.0684407052039514,0,0,0.10768828829858,0.131427336383982,0,0,0,0,0,0,0,0,0.0507288926026717,0,0.00629132890051548,0.0266227053005113,0.051796157059315,0.0481058328322309,0,0,0,0,0
"13",0.000304238248016616,0.000104651215698289,0.000853014476812396,0.000346784592366673,7.92190759534896e-05,0,0.000138523341182989,0,0.000421940928270042,0,0.000733926009027501,0.000313505728827342,0,0.000467088685669713,0,0,0.000394492815796739,0,0,0,0,8.36927942987574e-05,5.1128189992354e-05,0,0,0,0,0,0,0.00079841186592301,0.00037931843501643,0,0,0.000753609780193231,0,0,0,0,0,0,0,0
"14",0.00103324904397958,0.000317492577094326,0,0.00314451296087854,0.00073937804223257,0.00257204011054409,0.000969663388280925,0,0.00253164556962025,0,0,0.000822952538171772,0.00257204011054409,0,0.00202098201528654,0,0.00134380161762478,0,0,0.0100456753456138,0,0,0,0,0,0,0,0,0,0,0,0.000750911821497533,0,0.000187034222322489,0.00252693184040805,0.00111389585073796,0,0,0,0,0,0
